label,projection_strength,physical_violation_reduction,spatial_decomposition_ms,pst_update_ms,trajectory_synthesis_ms,write_file_ms
Proj-Off g6,0.0,0.0,12.026162866427317,17.816936569898044,87.36631648644435,0.0
Adaptive-0.6 g6,0.6,0.07739192711801929,12.092437473195131,17.81053473630554,146.47049723827948,0.0
Adaptive-1.0 g6,1.0,0.09107741646724876,11.782664898152277,19.437062173543612,154.5059843993752,0.0
Adaptive-1.4 g6,1.4,0.1017403026850765,13.924076976611975,19.536390076507026,143.2976704385157,0.0
